Course,University,Masters/Bachelors,Language,Course Duration,Course Link
ECONOMIC AND SOCIAL SCIENCES - L-33 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/economic-and-social-sciences
DATA SCIENCE FOR ECONOMICS AND HEALTH - LM-DATA,Università degli Studi di MILANO,Magistrale,EN,2 years,https://dseh.cdl.unimi.it/en
ECONOMIC ANALYSIS AND POLICY - LM-56 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.didattica-cps.unito.it/do/home.pl/View?doc=/corsi_di_studio/economic_analysis_and_policy/presentazione.html
"ECONOMICS AND MANAGEMENT IN ARTS, CULTURE, MEDIA AND ENTERTAINMENT - LM-77 R","Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/economics-and-management-arts-culture-media-and-entertainment
ECONOMICS OF TOURISM AND CITIES - L-33 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,https://corsi.unibo.it/1cycle/clet
ENVIRONMENTAL AND FOOD ECONOMICS - LM-76 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://efe.cdl.unimi.it/en
MANAGEMENT FOR BUSINESS AND ECONOMICS - L-18 R,Università di PISA,Triennale,EN,3 years,https://mbe.ec.unipi.it/
INTERNATIONAL ECONOMICS AND MANAGEMENT - L-18 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/international-economics-and-management
APPLIED ECONOMICS AND MARKETS - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/Magistrale/EconomiaPoliticaEconomica
RESOURCE ECONOMICS AND SUSTAINABLE DEVELOPMENT - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2cycle/ResourceEconomicsSustainableDevelopment
APPLIED ECONOMICS - LM-56 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?tipo=LM&scuola=EP&ordinamento=2025&key=EP2895&cg=economia-finanza-gestione-azie
HEALTH ECONOMICS AND MANAGEMENT - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2cycle/EUHealthEconomicsMananagement
HEALTH ECONOMICS - LM-56 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33441
DIGITAL ECONOMICS AND BUSINESS - L-33 R,Università Politecnica delle MARCHE,Triennale,EN,3 years,https://www.econ.univpm.it/ET07
ECONOMIA E COMMERCIO INTERNAZIONALE - LM-56 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,http://www.econ.univpm.it/EM07
BUSINESS AND ECONOMICS - L-18 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,http://corsi.unibo.it/CLaBE
PUBLIC AND HEALTH ECONOMICS - LM-56 R,Università degli Studi del MOLISE,Magistrale,EN,2 years,https://www3.unimol.it/dipartimenti/economia/corso/public_and_health_economics_home
BUSINESS ADMINISTRATION & ECONOMICS - L-18 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://economia.uniroma2.it/ba/business-administration-economics/
GLOBAL ECONOMY AND BUSINESS - LM-56 R,Università degli Studi di CASSINO e del LAZIO MERIDIONALE,Magistrale,EN,2 years,https://unicas-public.gomp.it/PublicData?uid=cc760ba4-8a1f-4123-8f08-d861c512184e&mode=CourseDetail&iso=ita&academicYear=2023
ECONOMICS AND MANAGEMENT - L-18 R,Università Cattolica del Sacro Cuore,Triennale,EN,3 years,https://www.unicatt.it/corsi/economics-and-management-milano
TOURISM ECONOMICS AND MANAGEMENT - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2Cycle/team
AGRICULTURAL AND FOOD ECONOMICS - LM-69 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/agricultural-and-food-economics-cremona
INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE - LM-56 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://www.unimib.it/graduate/international-economics
BUSINESS AND ECONOMICS - L-18 R,Università degli Studi di BRESCIA,Triennale,EN,3 years,https://permalink.unibs.it/suacds/2025/54456R/infogen
MANAGEMENT AND ECONOMICS - L-18 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,https://corsi.unibo.it/1cycle/Management
POLITICS: PHILOSOPHY AND ECONOMICS - L-36 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Triennale,EN,3 years,https://undergraduate.luiss.it/it/course/politics-philosophy-and-economics
"INTERNATIONAL POLITICS, LAW AND ECONOMICS - L-36 R",Università degli Studi di MILANO,Triennale,EN,3 years,https://iple.cdl.unimi.it/en
ECONOMICS AND MANAGEMENT OF SUSTAINABLE FOOD SYSTEM - LM-77 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/cdlm-emsfs
ECONOMICS AND MANAGEMENT OF CULTURAL RESOURCES AND TERRITORIES - LM-76 R,Università degli Studi di Urbino Carlo Bo,Magistrale,EN,2 years,https://www.uniurb.it/corsi/1757226
QUANTITATIVE FINANCE AND DATA SCIENCE FOR ECONOMICS - LM-16 R,Università degli Studi di PERUGIA,Magistrale,EN,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8639
GLOBAL ENTREPRENEURSHIP ECONOMICS AND MANAGEMENT (GEEM) - LM-77 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-geem
ANALYTICS AND DATA SCIENCE FOR ECONOMICS AND MANAGEMENT - LM-DATA,Università degli Studi di BRESCIA,Magistrale,EN,2 years,https://permalink.unibs.it/suacds/2025/54477R/infogen
ECONOMICS AND FINANCE - LM-56 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.dises.unina.it/didattica/corsi-di-laurea/lauree-magistrali/9359805-economics-and-finance/
BEHAVIOURAL AND APPLIED ECONOMICS - LM-56 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/behavioural-and-applied-economics
DATA ANALYTICS FOR ECONOMICS AND MANAGEMENT - LM-DATA,Libera Università di BOLZANO,Magistrale,EN,2 years,http://www.unibz.it/en/economics-management/master-data-analytics-economics-management
BUSINESS ECONOMICS AND ORGANIZATION - L-18 R,"LUM ""Giuseppe Degennaro""",Triennale,EN,3 years,http://%20https//www.lum.it/laurea-in-business-economics-and-organization/
EUROPEAN ECONOMY AND BUSINESS LAW - LM-90 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/eebl
MANAGEMENT - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/management-milano
GLOBAL GOVERNANCE - L-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://www.globalgovernance.it/
BUSINESS (WORLD BACHELOR IN BUSINESS) - L-18 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/world-bachelor-business
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di CAGLIARI,Magistrale,EN,2 years,https://web.unica.it/unica/it/crs_11_84.page
"FASHION, ART AND FOOD MANAGEMENT - LM-77 R","Università degli Studi di NAPOLI ""Parthenope""",Magistrale,EN,2 years,https://orienta.uniparthenope.it/laurea-magistrale/fashion-art-food-management/
DATA SCIENCE - LM-DATA,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33519
FINANCE - LM-16 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://finance.unisi.it/it
EUROPEAN AND INTERNATIONAL STUDIES - LM-52 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/european-and-international-studies
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di MODENA e REGGIO EMILIA,Magistrale,EN,2 years,https://www.economia.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/international-management-im
DATA ANALYTICS - L-41 R,"Università degli Studi della Campania ""Luigi Vanvitelli""",Triennale,EN,3 years,http://www.matfis.unicampania.it/didattica/corsi-di-studio/data-analytics
INNOVATION MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/innovation-management
MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/management
DESIGN OF SUSTAINABLE TOURISM SYSTEMS - LM-49 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.dsts.unifi.it/
MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/european-master-business-studies
RENEWABLE ENERGY ENGINEERING IN COASTAL ENVIRONMENT - LM-35 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Renewable-Energy-Engineering-in-Coastal-Environment
ACCOUNTING AND FINANCIAL MANAGEMENT - LM-77 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/accounting-and-financial-management
FINANCE AND BANKING - LM-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/financeandbanking
MARKETING MANAGEMENT - LM-77 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/marketing-management
DISASTER AND HEALTH CRISIS MANAGEMENT - LM-81 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,EN,2 years,https://disste.uniupo.it/en/university-studies/course/disaster-health-crisis-management-ay-20252026
DATA SCIENCE - LM-DATA,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.universitaly.it/#
APPLIED DATA SCIENCE - LM-DATA,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree0b5a.html?section=single-0A01&degree_id=10
INTERNATIONAL STUDIES - LM-52 R,Università degli Studi ROMA TRE,Magistrale,EN,2 years,https://scienzepolitiche.uniroma3.it/corsi/dipartimento-di-scienze-politiche/lm/2020-2021/international-studies-0580707305300003/
CYBERSECURITY - LM-66 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33516
QUANTITATIVE FINANCE AND INSURANCE - LM-83 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.finance-insurance.unito.it/do/home.pl
"COMPARATIVE, EUROPEAN AND INTERNATIONAL LEGAL STUDIES - L-14 R",Università degli Studi di TRENTO,Triennale,EN,3 years,https://corsi.unitn.it/en/comparative-european-and-international-legal-studies
STOCHASTICS AND DATA SCIENCE - LM-40 R,Università degli Studi di TORINO,Magistrale,EN,2 years,http://www.master-sds.unito.it/
DESIGN & ENGINEERING - LM-12 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.design.polimi.it/it
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/international-management
INNOVATION MANAGEMENT FOR SUSTAINABLE TOURISM - LM-77 R,Università degli Studi di SASSARI,Magistrale,EN,2 years,https://disea.uniss.it/it
DATA SCIENCE - LM-DATA,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/data-science
SECURITY AND HUMAN RIGHTS - LM-90 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,http://www.unitus.it/it/dipartimento/distu/corso-di-laurea-magistrale-in-security-and-human-rights-lm-90-/articolo/presentazione-corso
FINANCE AND RISK MANAGEMENT - LM-16 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.frm.unifi.it/
HUMAN RIGHTS AND MULTI-LEVEL GOVERNANCE - LM-52 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?ordinamento=2025&key=EP2894&tipo=LM&scuola=EP
INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.scienzepolitiche.unina.it/?page_id=1266
BUSINESS ADMINISTRATION - LM-77 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/ba
MANAGEMENT - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/management
MATHEMATICS AND APPLICATIONS - LM-40 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10332
SUSTAINABLE INDUSTRIAL CHEMISTRY - LM-71 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://sic.cdl.unimi.it/en
DATA SCIENCE - LM-DATA,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,EN,2 years,https://www.matfis.unicampania.it/didattica/corsi-di-studio/corso-di-laurea-magistrale-in-data-science
VALORIZATION AND SUSTAINABLE DEVELOPMENT OF MOUNTAIN AREAS - LM-73 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://mountainside.cdl.unimi.it/en
LANGUAGES FOR COMMUNICATION IN INTERNATIONAL ENTERPRISES AND ORGANIZATIONS - LM-38 R,Università degli Studi di MODENA e REGGIO EMILIA,Magistrale,EN,2 years,https://www.unimore.it/it/didattica/corsi-di-studio/languages-communication-international-enterprises-and-organizations
SOCIOLOGY AND SOCIAL RESEARCH - LM-88 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/sociology-and-social-research
"PHILOSOPHY, INTERNATIONAL AND ECONOMIC STUDIES - L-5 R","Università ""Ca' Foscari"" VENEZIA",Triennale,EN,3 years,http://www.unive.it/cdl/ltr6
SCIENCE AND TECHNOLOGIES FOR AGRICULTURE AND MOUNTAIN AREAS - LM-69 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/science-and-technologies-for-agriculture-and-mountain-areas/
SUSTAINABLE NATURAL RESOURCE MANAGEMENT - LM-73 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://snrm.cdl.unimi.it/en
SUSTAINABLE TRANSPORTATION AND SMART MARITIME MOBILITY - LM-23 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Sustainable-transportation-and-smart-maritime-mobility
INTERNATIONAL SECURITY STUDIES - LM-52 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/international-security-studies
ENERGY ENGINEERING - LM-30 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/ingegneria-energetica
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2934&cg=ingegneria
DATA SCIENCE - LM-DATA,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
ELECTRONIC AND COMMUNICATIONS ENGINEERING - L-8 R,Politecnico di TORINO,Triennale,EN,3 years,https://www.polito.it/corsi/37-474
MATHEMATICS - LM-40 R,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=5
MEDICINE AND SURGERY - LM-41 R,HUMANITAS University,unico,EN,6 years,https://www.universitaly.it/#
MEDICINE AND SURGERY - LM-41 R,HUMANITAS University,unico,EN,6 years,https://www.universitaly.it/#
MATHEMATICAL ENGINEERING - LM-44 R,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree2a2a.html?section=single-0A01&degree_id=4
MEDICINE AND SURGERY - LM-41 R,UniCamillus - Saint Camillus International University of Health Sciences,unico,EN,6 years,https://www.unicamillus.org/it/corsi-di-laurea-magistrale-in-medicina-e-chirurgia/
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di MILANO,unico,EN,6 years,https://ims.cdl.unimi.it/
